SPAN	CHARACTER	START OFFSET	END OFFSET	CHAPTER #	PASSAGE #
friend	Mr. Darcy	13501	13507	3	6
Darcy	Mr. Darcy	13528	13533	3	6
he	Mr. Bingley	13541	13543	3	6
I	Mr. Bingley	13546	13547	3	6
you	Mr. Darcy	13558	13561	3	6
I	Mr. Bingley	13569	13570	3	6
you	Mr. Darcy	13583	13586	3	6
yourself	Mr. Darcy	13605	13613	3	6
You	Mr. Darcy	13637	13640	3	6
I	Mr. Darcy	13667	13668	3	6
You	Mr. Bingley	13690	13693	3	6
I	Mr. Darcy	13703	13704	3	6
I	Mr. Darcy	13723	13724	3	6
partner	NON-CHARACTER	13760	13767	3	6
sisters	Miss Bingley	13829	13836	3	6
sisters	Mrs. Hurst	13829	13836	3	6
woman	NON-CHARACTER	13875	13880	3	6
whom	NON-CHARACTER	13893	13897	3	6
me	Mr. Darcy	13930	13932	3	6
I	Mr. Bingley	13954	13955	3	6
you	Mr. Darcy	13986	13989	3	6
Mr. Bingley	Mr. Bingley	14002	14013	3	6
I	Mr. Bingley	14047	14048	3	6
I	Mr. Bingley	14101	14102	3	6
you	Mr. Darcy	14152	14155	3	6
You	Mr. Bingley	14182	14185	3	6
girl	Jane	14221	14225	3	6
"Mr.
Darcy"	Mr. Darcy	14245	14254	3	6
Miss Bennet	Jane	14278	14289	3	6
She	Jane	14297	14300	3	6
creature	Jane	14323	14331	3	6
I	Mr. Bingley	14332	14333	3	6
one	Elizabeth	14360	14363	3	6
sisters	Lydia	14371	14378	3	6
sisters	Mary	14371	14378	3	6
sisters	Kitty	14371	14378	3	6
sisters	Elizabeth	14371	14378	3	6
you	Mr. Darcy	14404	14407	3	6
who	Elizabeth	14409	14412	3	6
I	Mr. Bingley	14433	14434	3	6
me	Mr. Bingley	14467	14469	3	6
partner	Jane	14477	14484	3	6
you	Mr. Darcy	14498	14501	3	6
you	Mr. Bingley	14515	14518	3	6
he	Mr. Darcy	14544	14546	3	6
Elizabeth	Elizabeth	14570	14579	3	6
he	Mr. Darcy	14604	14606	3	6
She	Elizabeth	14642	14645	3	6
me	Mr. Darcy	14693	14695	3	6
I	Mr. Darcy	14697	14698	3	6
ladies	NON-CHARACTER	14755	14761	3	6
who	NON-CHARACTER	14762	14765	3	6
men	NON-CHARACTER	14788	14791	3	6
You	Mr. Bingley	14793	14796	3	6
partner	Jane	14823	14830	3	6
you	Mr. Bingley	14857	14860	3	6
me	Mr. Darcy	14888	14890	3	6
girls	???	14081	14086	3	6
girls	OTHER	14081	14086	3	6
girls	Elizabeth	14081	14086	3	6
girls	Jane	14081	14086	3	6
girls	Charlotte Lucas	14081	14086	3	6
girls	Maria Lucas	14081	14086	3	6
girls	Miss King	14081	14086	3	6
girls	Lydia	14081	14086	3	6
girls	Mary	14081	14086	3	6
girls	Kitty	14081	14086	3	6
them	???	14147	14151	3	6
them	OTHER	14147	14151	3	6
them	Jane	14147	14151	3	6
them	Elizabeth	14147	14151	3	6
Mr. Bingley	Mr. Bingley	14894	14905	3	13
Mr. Darcy	Mr. Darcy	14927	14936	3	13
Elizabeth	Elizabeth	14953	14962	3	13
him	Mr. Darcy	15009	15012	3	13
She	Elizabeth	15014	15017	3	13
friends	???	15071	15078	3	13
friends	OTHER	15071	15078	3	13
she	Elizabeth	15084	15087	3	13
family	Mrs. Bennet	15222	15228	3	13
family	Elizabeth	15222	15228	3	13
family	Jane	15222	15228	3	13
family	Lydia	15222	15228	3	13
family	Mary	15222	15228	3	13
family	Kitty	15222	15228	3	13
"Mrs.
Bennet"	Mrs. Bennet	15230	15241	3	13
daughter	Jane	15262	15270	3	13
party	Mr. Bingley	15303	15308	3	13
party	Mr. Darcy	15303	15308	3	13
party	Mr. Hurst	15303	15308	3	13
party	Miss Bingley	15303	15308	3	13
party	Mrs. Hurst	15303	15308	3	13
Mr. Bingley	Mr. Bingley	15310	15321	3	13
her	Jane	15338	15341	3	13
she	Jane	15353	15356	3	13
sisters	Miss Bingley	15387	15394	3	13
sisters	Mrs. Hurst	15387	15394	3	13
Jane	Jane	15396	15400	3	13
mother	Mrs. Bennet	15438	15444	3	13
Elizabeth	Elizabeth	15480	15489	3	13
Jane	Jane	15495	15499	3	13
Mary	Mary	15512	15516	3	13
herself	Mary	15527	15534	3	13
Miss Bingley	Miss Bingley	15548	15560	3	13
girl	Mary	15586	15590	3	13
Catherine	Kitty	15617	15626	3	13
Lydia	Lydia	15631	15636	3	13
partners	NON-CHARACTER	15683	15691	3	13
they	Kitty	15712	15716	3	13
they	Lydia	15712	15716	3	13
They	Mrs. Bennet	15755	15759	3	13
They	Elizabeth	15755	15759	3	13
They	Jane	15755	15759	3	13
They	Mary	15755	15759	3	13
They	Kitty	15755	15759	3	13
They	Lydia	15755	15759	3	13
they	Mrs. Bennet	15829	15833	3	13
they	Elizabeth	15829	15833	3	13
they	Jane	15829	15833	3	13
they	Mary	15829	15833	3	13
they	Kitty	15829	15833	3	13
they	Lydia	15829	15833	3	13
they	Mrs. Bennet	15854	15858	3	13
they	Elizabeth	15854	15858	3	13
they	Jane	15854	15858	3	13
they	Mary	15854	15858	3	13
they	Kitty	15854	15858	3	13
they	Lydia	15854	15858	3	13
inhabitants	Mrs. Bennet	15878	15889	3	13
inhabitants	Elizabeth	15878	15889	3	13
inhabitants	Jane	15878	15889	3	13
inhabitants	Mary	15878	15889	3	13
inhabitants	Kitty	15878	15889	3	13
inhabitants	Lydia	15878	15889	3	13
They	Mrs. Bennet	15891	15895	3	13
They	Elizabeth	15891	15895	3	13
They	Jane	15891	15895	3	13
They	Mary	15891	15895	3	13
They	Kitty	15891	15895	3	13
They	Lydia	15891	15895	3	13
Mr. Bennet	Mr. Bennet	15902	15912	3	13
he	Mr. Bennet	15935	15937	3	13
he	Mr. Bennet	15990	15992	3	13
He	Mr. Bennet	16097	16099	3	13
wife	Mrs. Bennet	16126	16130	3	13
stranger	Mr. Bingley	16146	16154	3	13
he	Mr. Bennet	16182	16184	3	13
he	Mr. Bennet	16205	16207	3	13
Mr. Bennet	Mr. Bennet	16253	16263	3	13
she	Mrs. Bennet	16269	16272	3	13
we	Elizabeth	16292	16294	3	13
we	Jane	16292	16294	3	13
we	Mary	16292	16294	3	13
we	Kitty	16292	16294	3	13
we	Lydia	16292	16294	3	13
we	Mrs. Bennet	16292	16294	3	13
I	Mrs. Bennet	16354	16355	3	13
you	Mr. Bennet	16361	16364	3	13
Jane	Jane	16381	16385	3	13
Everybody	???	16428	16437	3	13
Everybody	OTHER	16428	16437	3	13
she	Jane	16452	16455	3	13
Mr. Bingley	Mr. Bingley	16468	16479	3	13
her	Jane	16488	16491	3	13
her	Jane	16525	16528	3	13
dear	Mr. Bennet	16559	16563	3	13
he	Mr. Bingley	16565	16567	3	13
her	Jane	16589	16592	3	13
she	Jane	16604	16607	3	13
creature	Jane	16621	16629	3	13
he	Mr. Bingley	16647	16649	3	13
he	Mr. Bingley	16685	16687	3	13
Miss Lucas	Charlotte Lucas	16694	16704	3	13
I	Mrs. Bennet	16706	16707	3	13
him	Mr. Bingley	16728	16731	3	13
her	Charlotte Lucas	16746	16749	3	13
he	Mr. Bingley	16765	16767	3	13
her	Charlotte Lucas	16783	16786	3	13
you	Mr. Bennet	16815	16818	3	13
he	Mr. Bingley	16829	16831	3	13
Jane	Jane	16857	16861	3	13
she	Jane	16865	16868	3	13
he	Mr. Bingley	16898	16900	3	13
she	Jane	16914	16917	3	13
her	Jane	16953	16956	3	13
he	Mr. Bingley	16994	16996	3	13
Miss King	Miss King	17009	17018	3	13
Maria Lucas	Maria Lucas	17044	17055	3	13
Jane	Jane	17080	17084	3	13
Lizzy	Elizabeth	17115	17120	3	13
Everybody	Miss Bingley	16428	16437	3	13
Everybody	Mrs. Hurst	16428	16437	3	13
Everybody	Mr. Hurst	16428	16437	3	13
Everybody	Mr. Bingley	16428	16437	3	13
Everybody	Mr. Darcy	16428	16437	3	13
Everybody	Maria Lucas	16428	16437	3	13
Everybody	Miss King	16428	16437	3	13
Everybody	Charlotte Lucas	16428	16437	3	13
friends	Charlotte Lucas	15071	15078	3	13
Everybody	Mr. Robinson	16428	16437	3	13
Everybody	Mrs. Long	16428	16437	3	13
he	Mr. Bingley	17148	17150	3	16
me	Mr. Bennet	17178	17180	3	16
husband	Mr. Bennet	17193	17200	3	16
he	Mr. Bingley	17215	17217	3	16
partners	Charlotte Lucas	17289	17297	3	16
partners	Jane	17289	17297	3	16
partners	Elizabeth	17289	17297	3	16
partners	Miss King	17289	17297	3	16
partners	Maria Lucas	17289	17297	3	16
partners	OTHER	17289	17297	3	16
he	Mr. Bingley	17307	17309	3	16
dear	Mr. Bennet	17363	17367	3	16
I	Mrs. Bennet	17369	17370	3	16
him	Mr. Bingley	17395	17398	3	16
He	Mr. Bingley	17400	17402	3	16
sisters	Mrs. Hurst	17439	17446	3	16
sisters	Miss Bingley	17439	17446	3	16
women	Mrs. Hurst	17460	17465	3	16
women	Miss Bingley	17460	17465	3	16
I	Mrs. Bennet	17467	17468	3	16
I	Mrs. Bennet	17532	17533	3	16
"Mrs.
Hurst"	Mrs. Hurst	17557	17567	3	16
she	Mrs. Bennet	17584	17587	3	16
Mr. Bennet	Mr. Bennet	17611	17621	3	16
She	Mrs. Bennet	17667	17670	3	16
Mr. Darcy	Mr. Darcy	17824	17833	3	16
I	Mrs. Bennet	17841	17842	3	16
you	Mr. Bennet	17854	17857	3	16
she	Mrs. Bennet	17860	17863	3	16
Lizzy	Elizabeth	17877	17882	3	16
he	Mr. Darcy	17932	17934	3	16
man	Mr. Darcy	17966	17969	3	16
him	Mr. Darcy	18050	18053	3	16
He	Mr. Darcy	18055	18057	3	16
he	Mr. Darcy	18075	18077	3	16
himself	Mr. Darcy	18101	18108	3	16
I	Mrs. Bennet	18159	18160	3	16
you	Mr. Bennet	18166	18169	3	16
dear	Mr. Bennet	18189	18193	3	16
him	Mr. Darcy	18209	18212	3	16
I	Mrs. Bennet	18236	18237	3	16
man	Mr. Darcy	18255	18258	3	16
partners	???	17289	17297	3	16
Jane	Jane	18267	18271	4	0
Elizabeth	Elizabeth	18276	18285	4	0
former	Jane	18302	18308	4	0
who	Jane	18310	18313	4	0
Mr. Bingley	Mr. Bingley	18349	18360	4	0
sister	Elizabeth	18386	18392	4	0
she	Jane	18412	18415	4	0
him	Mr. Bingley	18424	18427	4	0
He	Mr. Bingley	18431	18433	4	0
man	Mr. Bingley	18455	18458	4	0
she	Jane	18478	18481	4	0
I	Jane	18521	18522	4	0
He	Mr. Bingley	18604	18606	4	0
Elizabeth	Elizabeth	18634	18643	4	0
man	NON-CHARACTER	18660	18663	4	0
he	NON-CHARACTER	18689	18691	4	0
I	Jane	18744	18745	4	0
me	Jane	18784	18786	4	0
I	Jane	18811	18812	4	0
you	Jane	18858	18861	4	0
I	Elizabeth	18863	18864	4	0
you	Jane	18873	18876	4	0
us	Elizabeth	18919	18921	4	0
us	Jane	18919	18921	4	0
you	Jane	18947	18950	4	0
me	Elizabeth	18968	18970	4	0
you	Jane	19021	19024	4	0
He	Mr. Bingley	19032	19034	4	0
you	Jane	19062	19065	4	0
woman	Maria Lucas	19113	19118	4	0
woman	Miss King	19113	19118	4	0
woman	Charlotte Lucas	19113	19118	4	0
woman	Kitty	19113	19118	4	0
woman	Lydia	19113	19118	4	0
woman	Mary	19113	19118	4	0
woman	Elizabeth	19113	19118	4	0
he	Mr. Bingley	19175	19177	4	0
I	Elizabeth	19211	19212	4	0
you	Jane	19218	19221	4	0
him	Mr. Bingley	19236	19239	4	0
You	Jane	19241	19244	4	0
person	NON-CHARACTER	19272	19278	4	0
Lizzy	Elizabeth	19288	19293	4	0
you	Jane	19302	19305	4	0
you	Jane	19332	19335	4	0
people	NON-CHARACTER	19350	19356	4	0
You	Jane	19369	19372	4	0
I	Elizabeth	19454	19455	4	0
you	Jane	19468	19471	4	0
being	NON-CHARACTER	19493	19498	4	0
I	Jane	19516	19517	4	0
I	Jane	19570	19571	4	0
I	Jane	19590	19591	4	0
I	Elizabeth	19602	19603	4	0
you	Jane	19609	19612	4	0
others	NON-CHARACTER	19733	19739	4	0
one	NON-CHARACTER	19782	19785	4	0
everybody	NON-CHARACTER	19880	19889	4	0
you	Jane	19967	19970	4	0
you	Jane	19985	19988	4	0
man	Mr. Bingley	19999	20002	4	0
sisters	Miss Bingley	20005	20012	4	0
sisters	Mrs. Hurst	20005	20012	4	0
you	Jane	20022	20025	4	0
they	Mrs. Hurst	20095	20099	4	9
they	Miss Bingley	20095	20099	4	9
women	Mrs. Hurst	20118	20123	4	9
women	Miss Bingley	20118	20123	4	9
you	NON-CHARACTER	20129	20132	4	9
them	Mrs. Hurst	20147	20151	4	9
them	Miss Bingley	20147	20151	4	9
Miss Bingley	Miss Bingley	20153	20165	4	9
brother	Mr. Bingley	20186	20193	4	9
I	Jane	20219	20220	4	9
we	Elizabeth	20241	20243	4	9
we	Jane	20241	20243	4	9
we	Lydia	20241	20243	4	9
we	Mary	20241	20243	4	9
we	Kitty	20241	20243	4	9
we	Mrs. Bennet	20241	20243	4	9
we	Mr. Bennet	20241	20243	4	9
neighbour	Miss Bingley	20275	20284	4	9
her	Miss Bingley	20288	20291	4	9
Elizabeth	Elizabeth	20295	20304	4	9
sister	Jane	20502	20508	4	9
herself	Elizabeth	20566	20573	4	9
she	Elizabeth	20575	20578	4	9
them	Miss Bingley	20615	20619	4	9
them	Mrs. Hurst	20615	20619	4	9
They	Miss Bingley	20621	20625	4	9
They	Mrs. Hurst	20621	20625	4	9
ladies	Miss Bingley	20649	20655	4	9
ladies	Mrs. Hurst	20649	20655	4	9
they	Miss Bingley	20691	20695	4	9
they	Mrs. Hurst	20691	20695	4	9
themselves	Miss Bingley	20737	20747	4	9
themselves	Mrs. Hurst	20737	20747	4	9
they	Miss Bingley	20763	20767	4	9
they	Mrs. Hurst	20763	20767	4	9
They	Miss Bingley	20803	20807	4	9
They	Mrs. Hurst	20803	20807	4	9
they	Miss Bingley	20977	20981	4	9
they	Mrs. Hurst	20977	20981	4	9
people	NON-CHARACTER	21013	21019	4	9
themselves	Miss Bingley	21091	21101	4	9
themselves	Mrs. Hurst	21091	21101	4	9
others	NON-CHARACTER	21117	21123	4	9
They	Miss Bingley	21125	21129	4	9
They	Mrs. Hurst	21125	21129	4	9
family	father (1)	21152	21158	4	9
family	OTHER	21152	21158	4	9
brother	Mr. Bingley	21255	21262	4	9
Mr. Bingley	Mr. Bingley	21316	21327	4	9
father	father (1)	21406	21412	4	9
who	father (1)	21414	21417	4	9
Mr. Bingley	Mr. Bingley	21481	21492	4	9
he	Mr. Bingley	21563	21565	4	9
those	???	21656	21661	4	9
those	OTHER	21656	21661	4	9
who	???	21662	21665	4	9
who	OTHER	21662	21665	4	9
he	Mr. Bingley	21712	21714	4	9
generation	NON-CHARACTER	21792	21802	4	9
those	Mrs. Hurst	21656	21661	4	9
those	Miss Bingley	21656	21661	4	9
those	Mr. Darcy	21656	21661	4	9
who	Mrs. Hurst	21662	21665	4	9
who	Miss Bingley	21662	21665	4	9
who	Mr. Darcy	21662	21665	4	9
sisters	Mrs. Hurst	21821	21828	4	12
sisters	Miss Bingley	21821	21828	4	12
he	Mr. Bingley	21891	21893	4	12
tenant	Mr. Bingley	21924	21930	4	12
Miss Bingley	Miss Bingley	21932	21944	4	12
Mrs. Hurst	Mrs. Hurst	22004	22014	4	12
who	Mrs. Hurst	22016	22019	4	12
man	Mr. Hurst	22034	22037	4	12
her	Mrs. Hurst	22131	22134	4	12
Mr. Bingley	Mr. Bingley	22136	22147	4	12
he	Mr. Bingley	22184	22186	4	12
He	Mr. Bingley	22261	22263	4	12
him	Mr. Bingley	22450	22453	4	12
Darcy	Mr. Darcy	22458	22463	4	12
Bingley	Mr. Bingley	22543	22550	4	12
Darcy	Mr. Darcy	22567	22572	4	12
he	Mr. Bingley	22718	22720	4	12
Darcy	Mr. Darcy	22769	22774	4	12
Bingley	Mr. Bingley	22785	22792	4	12
Darcy	Mr. Darcy	22879	22884	4	12
Bingley	Mr. Bingley	22903	22910	4	12
Darcy	Mr. Darcy	22942	22947	4	12
He	Mr. Darcy	22960	22962	4	12
friend	Mr. Bingley	23093	23099	4	12
Bingley	Mr. Bingley	23127	23134	4	12
he	Mr. Bingley	23168	23170	4	12
Darcy	Mr. Darcy	23181	23186	4	12
they	Mr. Bingley	23240	23244	4	12
they	Mr. Darcy	23240	23244	4	12
Bingley	Mr. Bingley	23308	23315	4	12
people	???	23349	23355	4	12
people	OTHER	23349	23355	4	12
people	Mrs. Bennet	23349	23355	4	12
people	Jane	23349	23355	4	12
people	Elizabeth	23349	23355	4	12
people	Lydia	23349	23355	4	12
people	Mary	23349	23355	4	12
people	Kitty	23349	23355	4	12
people	Charlotte Lucas	23349	23355	4	12
people	Maria Lucas	23349	23355	4	12
people	Miss King	23349	23355	4	12
girls	???	23368	23373	4	12
girls	OTHER	23368	23373	4	12
girls	Jane	23368	23373	4	12
girls	Elizabeth	23368	23373	4	12
girls	Lydia	23368	23373	4	12
girls	Mary	23368	23373	4	12
girls	Kitty	23368	23373	4	12
girls	Charlotte Lucas	23368	23373	4	12
girls	Maria Lucas	23368	23373	4	12
girls	Miss King	23368	23373	4	12
everybody	???	23387	23396	4	12
everybody	OTHER	23387	23396	4	12
everybody	Mrs. Bennet	23387	23396	4	12
everybody	Jane	23387	23396	4	12
everybody	Elizabeth	23387	23396	4	12
everybody	Lydia	23387	23396	4	12
everybody	Mary	23387	23396	4	12
everybody	Kitty	23387	23396	4	12
everybody	Charlotte Lucas	23387	23396	4	12
everybody	Maria Lucas	23387	23396	4	12
everybody	Miss King	23387	23396	4	12
him	Mr. Bingley	23433	23436	4	12
he	Mr. Bingley	23481	23483	4	12
Miss Bennet	Jane	23539	23550	4	12
he	Mr. Bingley	23552	23554	4	12
angel	Jane	23577	23582	4	12
Darcy	Mr. Darcy	23599	23604	4	12
people	Mrs. Bennet	23648	23654	4	12
people	Elizabeth	23648	23654	4	12
people	Lydia	23648	23654	4	12
people	Mary	23648	23654	4	12
people	Kitty	23648	23654	4	12
people	Charlotte Lucas	23648	23654	4	12
people	Maria Lucas	23648	23654	4	12
people	Miss King	23648	23654	4	12
people	Jane	23648	23654	4	12
people	???	23648	23654	4	12
people	OTHER	23648	23654	4	12
whom	Mrs. Bennet	23658	23662	4	12
whom	Elizabeth	23658	23662	4	12
whom	Lydia	23658	23662	4	12
whom	Mary	23658	23662	4	12
whom	Kitty	23658	23662	4	12
whom	Charlotte Lucas	23658	23662	4	12
whom	Maria Lucas	23658	23662	4	12
whom	Miss King	23658	23662	4	12
whom	Jane	23658	23662	4	12
whom	???	23658	23662	4	12
whom	OTHER	23658	23662	4	12
whom	Mrs. Bennet	23715	23719	4	12
whom	Elizabeth	23715	23719	4	12
whom	Lydia	23715	23719	4	12
whom	Mary	23715	23719	4	12
whom	Kitty	23715	23719	4	12
whom	Charlotte Lucas	23715	23719	4	12
whom	Maria Lucas	23715	23719	4	12
whom	Miss King	23715	23719	4	12
whom	Jane	23715	23719	4	12
whom	???	23715	23719	4	12
he	Mr. Darcy	23720	23722	4	12
whom	OTHER	23715	23719	4	12
Miss Bennet	Jane	23808	23819	4	12
he	Mr. Darcy	23820	23822	4	12
she	Jane	23854	23857	4	12
people	Mr. Robinson	23349	23355	4	12
people	Mrs. Long	23349	23355	4	12
everybody	Mr. Robinson	23387	23396	4	12
everybody	Mrs. Long	23387	23396	4	12
people	Mr. Robinson	23648	23654	4	12
people	Mrs. Long	23648	23654	4	12
whom	Mr. Robinson	23658	23662	4	12
whom	Mrs. Long	23658	23662	4	12
whom	Mr. Robinson	23715	23719	4	12
whom	Mrs. Long	23715	23719	4	12
owner	owner	22390	22395	4	12
Mrs. Hurst	Mrs. Hurst	23876	23886	4	15
sister	Miss Bingley	23895	23901	4	15
they	Mrs. Hurst	23933	23937	4	15
they	Miss Bingley	23933	23937	4	15
her	Jane	23946	23949	4	15
her	Jane	23960	23963	4	15
her	Jane	23980	23983	4	15
girl	Jane	23998	24002	4	15
one	Jane	24008	24011	4	15
whom	Jane	24012	24016	4	15
they	Mrs. Hurst	24017	24021	4	15
they	Miss Bingley	24017	24021	4	15
Miss Bennet	Jane	24056	24067	4	15
girl	Jane	24105	24109	4	15
brother	Mr. Bingley	24121	24128	4	15
her	Jane	24178	24181	4	15
he	Mr. Bingley	24185	24187	4	15
family	Lady Lucas	24237	24243	5	0
family	Sir William Lucas	24237	24243	5	0
family	Maria Lucas	24237	24243	5	0
family	Charlotte Lucas	24237	24243	5	0
family	OTHER	24237	24243	5	0
whom	Lady Lucas	24249	24253	5	0
whom	Sir William Lucas	24249	24253	5	0
whom	Maria Lucas	24249	24253	5	0
whom	Charlotte Lucas	24249	24253	5	0
whom	OTHER	24249	24253	5	0
Bennets	Mrs. Bennet	24258	24265	5	0
Bennets	Mr. Bennet	24258	24265	5	0
Bennets	Kitty	24258	24265	5	0
Bennets	Lydia	24258	24265	5	0
Bennets	Mary	24258	24265	5	0
Bennets	Jane	24258	24265	5	0
Bennets	Elizabeth	24258	24265	5	0
Sir William Lucas	Sir William Lucas	24294	24311	5	0
he	Sir William Lucas	24357	24359	5	0
king	king	24449	24453	5	0
him	Sir William Lucas	24541	24544	5	0
he	Sir William Lucas	24645	24647	5	0
family	Sir William Lucas	24669	24675	5	0
family	Lady Lucas	24669	24675	5	0
family	Maria Lucas	24669	24675	5	0
family	Charlotte Lucas	24669	24675	5	0
family	OTHER	24669	24675	5	0
he	Sir William Lucas	24762	24764	5	0
himself	Sir William Lucas	24850	24857	5	0
him	Sir William Lucas	24948	24951	5	0
he	Sir William Lucas	24983	24985	5	0
everybody	NON-CHARACTER	25007	25016	5	0
him	Sir William Lucas	25106	25109	5	0
Lady Lucas	Lady Lucas	25122	25132	5	0
woman	Lady Lucas	25157	25162	5	0
neighbour	Lady Lucas	25196	25205	5	0
Mrs. Bennet	Mrs. Bennet	25209	25220	5	0
They	Sir William Lucas	25222	25226	5	0
They	Lady Lucas	25222	25226	5	0
children	OTHER	25239	25247	5	0
children	Maria Lucas	25239	25247	5	0
children	Charlotte Lucas	25239	25247	5	0
them	Charlotte Lucas	25263	25267	5	0
woman	Charlotte Lucas	25299	25304	5	0
Elizabeth	Elizabeth	25330	25339	5	0
friend	Charlotte Lucas	25351	25357	5	0
Miss Lucases	Charlotte Lucas	25369	25381	5	0
Miss Lucases	Maria Lucas	25369	25381	5	0
Miss Lucases	OTHER	25369	25381	5	0
Miss Bennets	Kitty	25390	25402	5	0
Miss Bennets	Lydia	25390	25402	5	0
Miss Bennets	Mary	25390	25402	5	0
Miss Bennets	Jane	25390	25402	5	0
Miss Bennets	Elizabeth	25390	25402	5	0
former	Maria Lucas	25508	25514	5	0
former	Charlotte Lucas	25508	25514	5	0
former	OTHER	25508	25514	5	0
You	Charlotte Lucas	25558	25561	5	0
Charlotte	Charlotte Lucas	25586	25595	5	0
Mrs. Bennet	Mrs. Bennet	25603	25614	5	0
Miss Lucas	Charlotte Lucas	25642	25652	5	0
You	Charlotte Lucas	25655	25658	5	0
Mr. Bingley	Mr. Bingley	25664	25675	5	0
family	Lucas	24237	24243	5	0
whom	Lucas	24249	24253	5	0
family	Lucas	24669	24675	5	0
children	Lucas	25239	25247	5	0
he	Mr. Bingley	25704	25706	5	4
second	Jane	25726	25732	5	4
you	Charlotte Lucas	25748	25751	5	4
Jane	Jane	25757	25761	5	4
I	Mrs. Bennet	25763	25764	5	4
he	Mr. Bingley	25782	25784	5	4
her	Jane	25797	25800	5	4
he	Mr. Bingley	25839	25841	5	4
her	Jane	25850	25853	5	4
I	Mrs. Bennet	25862	25863	5	4
he	Mr. Bingley	25879	25881	5	4
I	Mrs. Bennet	25887	25888	5	4
I	Mrs. Bennet	25919	25920	5	4
Mr. Robinson	Mr. Robinson	25955	25967	5	4
you	Mrs. Bennet	25980	25983	5	4
I	Charlotte Lucas	25994	25995	5	4
him	Mr. Bingley	26014	26017	5	4
Mr. Robinson	Mr. Robinson	26022	26034	5	4
I	Charlotte Lucas	26044	26045	5	4
you	Mrs. Bennet	26060	26063	5	4
Mr. Robinson	Mr. Robinson	26065	26077	5	4
him	Mr. Bingley	26087	26090	5	4
he	Mr. Bingley	26095	26097	5	4
he	Mr. Bingley	26140	26142	5	4
women	Elizabeth	26188	26193	5	4
women	Jane	26188	26193	5	4
women	Lydia	26188	26193	5	4
women	Mary	26188	26193	5	4
women	Kitty	26188	26193	5	4
women	Miss King	26188	26193	5	4
women	Maria Lucas	26188	26193	5	4
women	Charlotte Lucas	26188	26193	5	4
he	Mr. Bingley	26217	26219	5	4
Miss Bennet	Jane	26311	26322	5	4
you	Charlotte Lucas	26501	26504	5	4
Eliza	Elizabeth	26567	26572	5	4
Charlotte	Charlotte Lucas	26580	26589	5	4
Mr. Darcy	Mr. Darcy	26592	26601	5	4
friend	Mr. Bingley	26643	26649	5	4
he	Mr. Darcy	26654	26656	5	4
Eliza	Elizabeth	26664	26669	5	4
I	Mrs. Bennet	26702	26703	5	4
you	Charlotte Lucas	26708	26711	5	4
Lizzy	Elizabeth	26734	26739	5	4
he	Mr. Darcy	26785	26787	5	4
man	Mr. Darcy	26811	26814	5	4
him	Mr. Darcy	26867	26870	5	4
Mrs. Long	Mrs. Long	26872	26881	5	4
me	Mrs. Bennet	26887	26889	5	4
he	Mr. Darcy	26906	26908	5	4
her	Mrs. Long	26922	26925	5	4
you	Mrs. Bennet	26981	26984	5	4
ma'am	Mrs. Bennet	26997	27002	5	4
Jane	Jane	27042	27046	5	4
I	Jane	27049	27050	5	4
Mr. Darcy	Mr. Darcy	27065	27074	5	4
her	Mrs. Long	27087	27090	5	4
she	Mrs. Long	27108	27111	5	4
him	Mr. Darcy	27118	27121	5	4
he	Mr. Darcy	27134	27136	5	4
he	Mr. Darcy	27160	27162	5	4
her	Mrs. Long	27188	27191	5	4
she	Mrs. Long	27197	27200	5	4
he	Mr. Darcy	27206	27208	5	4
Miss Bingley	Miss Bingley	27250	27262	5	12
me	Jane	27268	27270	5	12
Jane	Jane	27278	27282	5	12
he	Mr. Darcy	27290	27292	5	12
acquaintances	Mr. Bingley	27338	27351	5	12
acquaintances	Miss Bingley	27338	27351	5	12
acquaintances	???	27338	27351	5	12
acquaintances	OTHER	27338	27351	5	12
acquaintances	Mrs. Hurst	27338	27351	5	12
them	???	27358	27362	5	12
them	OTHER	27358	27362	5	12
acquaintances	Miss Darcy	27338	27351	5	12
them	Mr. Bingley	27358	27362	5	12
them	Miss Bingley	27358	27362	5	12
them	Mrs. Hurst	27358	27362	5	12
them	Miss Darcy	27358	27362	5	12
he	Mr. Darcy	27363	27365	5	12
I	Mrs. Bennet	27394	27395	5	12
dear	Jane	27428	27432	5	12
he	Mr. Darcy	27437	27439	5	12
he	Mr. Darcy	27468	27470	5	12
Mrs. Long	Mrs. Long	27492	27501	5	12
I	Mrs. Bennet	27507	27508	5	12
everybody	???	27531	27540	5	12
everybody	OTHER	27531	27540	5	12
he	Mr. Darcy	27551	27553	5	12
I	Mrs. Bennet	27580	27581	5	12
he	Mr. Darcy	27591	27593	5	12
Mrs. Long	Mrs. Long	27617	27626	5	12
I	Charlotte Lucas	27699	27700	5	12
Mrs. Long	Mrs. Long	27732	27741	5	12
Miss Lucas	Charlotte Lucas	27749	27759	5	12
I	Charlotte Lucas	27766	27767	5	12
he	Mr. Darcy	27773	27775	5	12
Eliza	Elizabeth	27792	27797	5	12
Lizzy	Elizabeth	27816	27821	5	12
mother	Mrs. Bennet	27833	27839	5	12
I	Mrs. Bennet	27842	27843	5	12
him	Mr. Darcy	27865	27868	5	12
I	Mrs. Bennet	27873	27874	5	12
you	Elizabeth	27880	27883	5	12
I	Elizabeth	27888	27889	5	12
